id,gemeinde_name,gemeinde_kennzahl,gemeinde_code,eligible_voters,votes,valid,invalid,ts,spoe_nrw13,oevp_nrw13,fpoe_nrw13,gruene_nrw13,bzoe_nrw13,neos_nrw13,stronach_nrw13,wandel_nrw13,pirat_nrw13,kpoe_nrw13,slp_nrw13,euaus_nrw13,cpoe_nrw13
1115,Meiseldorf,31114,31114,None,577,557,20,2013-09-28 22:00:00+00:00,134,274,78,24,4,16,20,None,0,7,None,None,None
1116,Übelbach,60651,60651,None,1176,1163,13,2013-09-28 22:00:00+00:00,348,312,287,54,36,25,77,None,10,14,None,None,None
1117,Ternberg,41517,41517,None,2036,1972,64,2013-09-28 22:00:00+00:00,552,509,384,214,141,45,92,None,9,13,None,None,None
1118,Schattwald,70829,70829,None,173,172,1,2013-09-28 22:00:00+00:00,9,106,17,28,4,3,5,None,0,0,None,None,None
1119,Eitzing,41205,41205,None,414,395,19,2013-09-28 22:00:00+00:00,84,128,92,40,10,14,20,None,2,1,None,None,None
1120,Hochneukirchen-Gschaidt,32309,32309,None,1096,1075,21,2013-09-28 22:00:00+00:00,148,586,207,39,15,25,43,None,5,7,None,None,None
1121,Altendorf,31801,31801,None,200,195,5,2013-09-28 22:00:00+00:00,20,109,39,10,6,1,5,None,0,5,None,None,None
1122,Matzen-Raggendorf,30838,30838,None,1596,1566,30,2013-09-28 22:00:00+00:00,489,439,349,97,39,54,76,None,13,10,None,None,None
1123,Bad Schallerbach,40802,40802,None,1969,1920,49,2013-09-28 22:00:00+00:00,495,472,485,225,68,56,92,None,10,6,None,None,None
1124,Oberndorf an der Melk,32006,32006,None,1895,1842,53,2013-09-28 22:00:00+00:00,202,1032,336,114,35,44,70,None,4,5,None,None,None
1125,Fulpmes,70310,70310,None,1701,1682,19,2013-09-28 22:00:00+00:00,282,570,375,229,38,77,98,None,7,6,None,None,None
1126,Kasten bei Böheimkirchen,31917,31917,None,831,811,20,2013-09-28 22:00:00+00:00,151,261,158,97,27,49,51,None,12,5,None,None,None
1127,Lengau,40418,40418,None,2399,2316,83,2013-09-28 22:00:00+00:00,742,480,591,256,67,49,105,None,11,9,None,None,None
1128,Alberndorf in der Riedmark,41601,41601,None,2395,2315,80,2013-09-28 22:00:00+00:00,461,745,518,286,64,70,121,None,14,15,None,None,None
1129,Oberneukirchen,41615,41615,None,1883,1810,73,2013-09-28 22:00:00+00:00,343,685,288,248,66,56,92,None,17,9,None,None,None
1130,Forchtenstein,10602,10602,None,1785,1754,31,2013-09-28 22:00:00+00:00,662,433,368,88,39,43,98,None,8,6,None,None,None
1131,Aistersheim,40801,40801,None,465,449,16,2013-09-28 22:00:00+00:00,84,151,116,32,19,21,20,None,1,2,None,None,None
1132,Erlauf,31508,31508,None,656,641,15,2013-09-28 22:00:00+00:00,169,219,127,39,22,16,37,None,5,7,None,None,None
1133,Hennersdorf,31711,31711,None,909,896,13,2013-09-28 22:00:00+00:00,301,203,154,88,20,46,67,None,3,14,None,None,None
1134,Petronell-Carnuntum,30718,30718,None,735,722,13,2013-09-28 22:00:00+00:00,246,167,137,73,25,31,27,None,9,7,None,None,None
1135,Schoppernau,80233,80233,None,541,534,7,2013-09-28 22:00:00+00:00,16,273,103,27,5,89,14,None,1,0,None,None,None
1136,Hall in Tirol,70354,70354,None,5320,5246,74,2013-09-28 22:00:00+00:00,1132,1198,1008,1008,139,367,287,None,48,59,None,None,None
1137,Mörtschach,20622,20622,None,443,428,15,2013-09-28 22:00:00+00:00,66,111,100,28,73,7,37,None,3,3,None,None,None
1138,Lunz am See,32005,32005,None,1168,1146,22,2013-09-28 22:00:00+00:00,373,380,176,63,49,31,65,None,3,6,None,None,None
1139,Allerheiligen im Mühlkreis,41101,41101,None,786,758,28,2013-09-28 22:00:00+00:00,221,231,144,58,34,16,40,None,6,4,None,None,None
1140,Eggendorf,32305,32305,None,2549,2512,37,2013-09-28 22:00:00+00:00,936,343,770,125,56,95,160,None,11,16,None,None,None
1141,Ferschnitz,30512,30512,None,1115,1077,38,2013-09-28 22:00:00+00:00,169,490,228,76,29,38,35,None,6,6,None,None,None
1142,Mallnitz,20618,20618,None,493,487,6,2013-09-28 22:00:00+00:00,273,75,47,25,49,4,13,None,0,1,None,None,None
1143,Stanzach,70830,70830,None,203,196,7,2013-09-28 22:00:00+00:00,34,82,35,19,6,3,17,None,0,0,None,None,None
1144,Kreuttal,31627,31627,None,913,889,24,2013-09-28 22:00:00+00:00,253,283,143,78,28,37,50,None,8,9,None,None,None
1145,Kaisers,70819,70819,None,45,43,2,2013-09-28 22:00:00+00:00,3,20,6,2,1,4,6,None,1,0,None,None,None
1146,Mayrhof,41412,41412,None,187,180,7,2013-09-28 22:00:00+00:00,15,100,41,8,4,2,2,None,2,0,None,None,None
1147,St. Marienkirchen an der Polsenz,40510,40510,None,1420,1372,48,2013-09-28 22:00:00+00:00,344,404,330,136,49,30,48,None,11,12,None,None,None
1148,Aschau im Zillertal,70902,70902,None,764,750,14,2013-09-28 22:00:00+00:00,106,362,127,59,33,12,45,None,5,1,None,None,None
1149,Jenbach,70917,70917,None,2822,2788,34,2013-09-28 22:00:00+00:00,749,509,766,332,83,101,216,None,18,14,None,None,None
1150,Hengsberg,61017,61017,None,775,758,17,2013-09-28 22:00:00+00:00,153,191,225,58,25,13,77,None,6,5,None,None,None
1151,Buchkirchen,41804,41804,None,2313,2264,49,2013-09-28 22:00:00+00:00,666,474,554,259,71,78,121,None,16,14,None,None,None
1152,Steinberg-Dörfl,10821,10821,None,853,834,19,2013-09-28 22:00:00+00:00,283,254,121,47,26,32,60,None,4,6,None,None,None
1153,Werfenweng,50425,50425,None,476,465,11,2013-09-28 22:00:00+00:00,45,167,147,41,20,19,23,None,2,1,None,None,None
1154,Thüringerberg,80127,80127,None,362,356,6,2013-09-28 22:00:00+00:00,26,150,55,37,15,48,17,None,4,1,None,None,None
1155,Eisenkappel-Vellach,20804,20804,None,1373,1327,46,2013-09-28 22:00:00+00:00,642,182,142,148,80,38,67,None,9,19,None,None,None
1156,Ebenthal in Kärnten,20402,20402,None,4142,4045,97,2013-09-28 22:00:00+00:00,1594,393,709,446,431,120,280,None,37,35,None,None,None
1157,Bergland,31503,31503,None,1108,1091,17,2013-09-28 22:00:00+00:00,220,504,192,64,19,28,49,None,8,7,None,None,None
1158,Murfeld,62347,62347,None,960,932,28,2013-09-28 22:00:00+00:00,178,256,268,61,21,33,105,None,4,3,None,None,None
1159,Hof am Leithaberge,30713,30713,None,937,920,17,2013-09-28 22:00:00+00:00,272,243,222,43,30,34,68,None,5,3,None,None,None
1160,Wolfurt,80240,80240,None,3618,3563,55,2013-09-28 22:00:00+00:00,404,1025,710,596,84,447,202,None,25,26,None,None,None
1161,Unterrabnitz-Schwendgraben,10826,10826,None,451,444,7,2013-09-28 22:00:00+00:00,158,187,51,16,5,6,17,None,0,4,None,None,None
1162,Wien,90001,90401,None,11662,11555,107,2013-09-28 22:00:00+00:00,2662,2137,1374,2912,245,1411,379,None,124,278,None,None,None
1163,Grieskirchen,40808,40808,None,2532,2457,75,2013-09-28 22:00:00+00:00,604,571,603,316,109,105,101,None,17,15,None,None,None
1164,Puchberg am Schneeberg,31826,31826,None,1634,1601,33,2013-09-28 22:00:00+00:00,564,449,285,87,44,49,99,None,14,10,None,None,None
1165,Brandberg,70903,70903,None,145,141,4,2013-09-28 22:00:00+00:00,17,81,23,9,3,2,6,None,0,0,None,None,None
1166,St. Kanzian am Klopeiner See,20813,20813,None,2327,2273,54,2013-09-28 22:00:00+00:00,727,390,342,267,235,85,187,None,21,19,None,None,None
1167,Sattledt,41817,41817,None,1329,1309,20,2013-09-28 22:00:00+00:00,300,400,329,79,58,34,74,None,23,5,None,None,None
1168,Falkenstein,31608,31608,None,294,285,9,2013-09-28 22:00:00+00:00,30,167,22,35,8,7,13,None,0,3,None,None,None
1169,Ottensheim,41617,41617,None,2548,2494,54,2013-09-28 22:00:00+00:00,533,617,355,580,86,151,107,None,24,31,None,None,None
1170,Kolsass,70322,70322,None,845,836,9,2013-09-28 22:00:00+00:00,151,243,176,132,26,51,50,None,2,5,None,None,None
1171,Gnadendorf,31613,31613,None,738,724,14,2013-09-28 22:00:00+00:00,133,381,105,41,11,22,27,None,2,2,None,None,None
1172,Hollenstein an der Ybbs,30516,30516,None,1086,1053,33,2013-09-28 22:00:00+00:00,352,401,139,60,20,25,48,None,5,3,None,None,None
1173,Mauthausen,41111,41111,None,2723,2661,62,2013-09-28 22:00:00+00:00,1134,468,500,248,55,91,122,None,17,20,None,None,None
1174,Königsbrunn am Wagram,32115,32115,None,813,791,22,2013-09-28 22:00:00+00:00,249,279,120,44,21,31,39,None,3,5,None,None,None
1175,Staatz,31649,31649,None,1255,1221,34,2013-09-28 22:00:00+00:00,354,477,218,61,21,24,51,None,5,10,None,None,None
1176,Mittelberg,80228,80228,None,1186,1179,7,2013-09-28 22:00:00+00:00,86,479,282,167,23,67,52,None,8,2,None,None,None
1177,Enzenkirchen,41408,41408,None,983,956,27,2013-09-28 22:00:00+00:00,230,270,288,36,50,15,53,None,5,5,None,None,None
1178,Sollenau,32327,32327,None,2585,2550,35,2013-09-28 22:00:00+00:00,1043,372,673,135,58,72,168,None,10,19,None,None,None
1179,Floing,61710,61710,None,729,718,11,2013-09-28 22:00:00+00:00,147,167,203,40,24,13,115,None,0,8,None,None,None
1180,Friedberg,62211,62211,None,1658,1626,32,2013-09-28 22:00:00+00:00,439,464,338,99,37,62,162,None,14,7,None,None,None
1181,Klagenfurt am Wörthersee,20101,20101,None,45317,44599,718,2013-09-28 22:00:00+00:00,13386,5823,7111,7841,4754,2163,2743,None,374,404,None,None,None
1182,Hard,80215,80215,None,4962,4921,41,2013-09-28 22:00:00+00:00,931,993,1015,825,130,642,297,None,30,23,None,None,None
1183,Stockenboi,20723,20723,None,982,961,21,2013-09-28 22:00:00+00:00,288,154,235,69,71,38,92,None,10,4,None,None,None
1184,Gschwandt,40708,40708,None,1618,1566,52,2013-09-28 22:00:00+00:00,378,430,365,188,55,57,59,None,10,12,None,None,None
1185,Uderns,70935,70935,None,738,735,3,2013-09-28 22:00:00+00:00,215,229,158,50,21,21,36,None,2,3,None,None,None
1186,Eidenberg,41604,41604,None,1259,1206,53,2013-09-28 22:00:00+00:00,176,483,185,148,57,60,62,None,19,8,None,None,None
1187,Bizau,80206,80206,None,514,510,4,2013-09-28 22:00:00+00:00,15,231,96,67,8,71,22,None,0,0,None,None,None
1188,Achenkirch,70901,70901,None,868,858,10,2013-09-28 22:00:00+00:00,118,334,198,51,25,30,94,None,3,5,None,None,None
1189,Poggersdorf,20425,20425,None,1759,1719,40,2013-09-28 22:00:00+00:00,565,245,312,153,251,45,133,None,5,10,None,None,None
1190,Stuhlfelden,50621,50621,None,914,898,16,2013-09-28 22:00:00+00:00,233,252,247,59,24,20,57,None,5,1,None,None,None
1191,St. Gotthard im Mühlkreis,41621,41621,None,783,758,25,2013-09-28 22:00:00+00:00,182,237,135,106,24,29,36,None,5,3,None,None,None
1192,Micheldorf,20519,20519,None,596,586,10,2013-09-28 22:00:00+00:00,231,69,86,33,119,11,29,None,2,6,None,None,None
1193,Horn,31109,31109,None,3572,3466,106,2013-09-28 22:00:00+00:00,772,1291,628,333,102,167,136,None,23,14,None,None,None
1194,Wolfsbach,30542,30542,None,1202,1179,23,2013-09-28 22:00:00+00:00,164,603,191,83,35,36,58,None,3,6,None,None,None
1195,Frauental an der Laßnitz,60305,60305,None,1546,1525,21,2013-09-28 22:00:00+00:00,642,206,322,105,52,47,126,None,9,14,None,None,None
1196,Gols,10707,10707,None,2338,2268,70,2013-09-28 22:00:00+00:00,856,468,460,164,58,72,154,None,19,15,None,None,None
1197,Götzens,70312,70312,None,1784,1767,17,2013-09-28 22:00:00+00:00,331,477,378,294,64,111,92,None,8,12,None,None,None
1198,Bad Leonfelden,41603,41603,None,2398,2307,91,2013-09-28 22:00:00+00:00,371,889,461,268,69,59,136,None,17,18,None,None,None
1199,Hainburg a.d. Donau,30710,30710,None,2619,2572,47,2013-09-28 22:00:00+00:00,733,633,668,180,88,91,129,None,22,28,None,None,None
1200,Arbing,41102,41102,None,858,840,18,2013-09-28 22:00:00+00:00,226,269,151,92,33,21,32,None,7,7,None,None,None
1201,Lermoos,70821,70821,None,397,394,3,2013-09-28 22:00:00+00:00,39,174,68,44,19,13,28,None,3,6,None,None,None
1202,Ischgl,70608,70608,None,734,727,7,2013-09-28 22:00:00+00:00,56,432,162,16,26,7,25,None,1,2,None,None,None
1203,Bad Gastein,50403,50403,None,1943,1895,48,2013-09-28 22:00:00+00:00,599,283,576,148,79,68,128,None,5,9,None,None,None
1204,Vorderweißenbach,41625,41625,None,1273,1241,32,2013-09-28 22:00:00+00:00,204,594,211,100,40,30,32,None,11,4,None,None,None
1205,Kitzeck im Sausal,61019,61019,None,720,713,7,2013-09-28 22:00:00+00:00,154,161,255,33,16,7,79,None,7,1,None,None,None
1206,St. Anton im Montafon,80119,80119,None,353,344,9,2013-09-28 22:00:00+00:00,52,94,74,47,12,42,13,None,1,3,None,None,None
1207,Handenberg,40412,40412,None,725,709,16,2013-09-28 22:00:00+00:00,103,289,190,37,26,17,28,None,4,4,None,None,None
1208,Orth an der Donau,30844,30844,None,1084,1069,15,2013-09-28 22:00:00+00:00,284,294,287,73,30,39,44,None,10,8,None,None,None
1209,Gutenstein,32308,32308,None,720,699,21,2013-09-28 22:00:00+00:00,186,270,122,51,19,14,30,None,5,2,None,None,None
1210,Hirschbach,30917,30917,None,382,375,7,2013-09-28 22:00:00+00:00,136,136,60,20,6,3,12,None,1,1,None,None,None
1211,Burgkirchen,40405,40405,None,1371,1332,39,2013-09-28 22:00:00+00:00,239,494,319,121,54,30,59,None,10,4,None,None,None
1212,Rudersdorf,10508,10508,None,1355,1329,26,2013-09-28 22:00:00+00:00,432,357,232,98,32,42,121,None,8,3,None,None,None
1213,Altmünster,40701,40701,None,5371,5205,166,2013-09-28 22:00:00+00:00,1343,1226,1030,765,216,222,277,None,35,42,None,None,None
1214,Leisach,70715,70715,None,388,381,7,2013-09-28 22:00:00+00:00,93,129,50,50,15,15,24,None,4,1,None,None,None
1215,Rohrendorf bei Krems,31337,31337,None,1263,1237,26,2013-09-28 22:00:00+00:00,327,390,216,153,28,61,51,None,5,6,None,None,None
1216,Persenbeug-Gottsdorf,31530,31530,None,1310,1282,28,2013-09-28 22:00:00+00:00,560,236,239,104,26,41,54,None,7,15,None,None,None
1217,Neuhofen im Innkreis,41218,41218,None,1239,1220,19,2013-09-28 22:00:00+00:00,285,358,262,148,51,49,45,None,6,8,None,None,None
1218,Neumarkt im Mühlkreis,40612,40612,None,1934,1864,70,2013-09-28 22:00:00+00:00,494,579,293,265,70,62,72,None,9,13,None,None,None
1219,Mining,40423,40423,None,660,637,23,2013-09-28 22:00:00+00:00,131,219,136,61,27,25,28,None,6,0,None,None,None
1220,Kilb,31514,31514,None,1581,1529,52,2013-09-28 22:00:00+00:00,237,672,261,160,43,56,77,None,11,12,None,None,None
1221,Nappersdorf-Kammersdorf,31028,31028,None,785,770,15,2013-09-28 22:00:00+00:00,170,349,132,31,16,20,39,None,11,2,None,None,None
1222,Muggendorf,32322,32322,None,332,316,16,2013-09-28 22:00:00+00:00,60,130,61,18,12,8,19,None,2,6,None,None,None
1223,Möggers,80229,80229,None,259,259,0,2013-09-28 22:00:00+00:00,22,130,48,17,5,26,7,None,2,0,None,None,None
1224,Ungenach,41744,41744,None,889,863,26,2013-09-28 22:00:00+00:00,121,331,175,107,32,29,50,None,13,3,None,None,None
1225,Ried im Innkreis,41225,41225,None,5159,5048,111,2013-09-28 22:00:00+00:00,1249,1118,1261,620,186,238,259,None,51,43,None,None,None
1226,Krumau am Kamp,31321,31321,None,471,456,15,2013-09-28 22:00:00+00:00,104,203,82,24,5,11,19,None,3,5,None,None,None
1227,Unterkohlstätten,10924,10924,None,727,719,8,2013-09-28 22:00:00+00:00,324,230,87,22,11,11,29,None,0,4,None,None,None
1228,Schwaz,70926,70926,None,5733,5658,75,2013-09-28 22:00:00+00:00,1301,1375,1228,883,110,294,369,None,53,45,None,None,None
1229,Theresienfeld,32330,32330,None,1544,1521,23,2013-09-28 22:00:00+00:00,539,206,424,125,34,63,102,None,14,14,None,None,None
1230,Sulz im Weinviertel,30857,30857,None,759,731,28,2013-09-28 22:00:00+00:00,160,333,132,28,14,17,36,None,3,8,None,None,None
1231,Ebensee,40704,40704,None,4449,4331,118,2013-09-28 22:00:00+00:00,1909,674,729,448,148,137,193,None,30,46,None,None,None
1232,Bruck an der Großglocknerstraße,50602,50602,None,2165,2120,45,2013-09-28 22:00:00+00:00,571,422,625,240,47,66,122,None,17,10,None,None,None
1233,Stummerberg,70932,70932,None,358,354,4,2013-09-28 22:00:00+00:00,30,207,77,11,15,2,12,None,0,0,None,None,None
1234,Göfis,80407,80407,None,1518,1507,11,2013-09-28 22:00:00+00:00,143,364,311,269,42,249,81,None,15,13,None,None,None
1235,Eben im Pongau,50406,50406,None,1206,1175,31,2013-09-28 22:00:00+00:00,178,384,383,93,44,40,48,None,2,3,None,None,None
1236,Thalheim bei Wels,41823,41823,None,2913,2863,50,2013-09-28 22:00:00+00:00,643,648,630,465,131,149,140,None,26,19,None,None,None
1237,Rohrbach an der Gölsen,31410,31410,None,1035,999,36,2013-09-28 22:00:00+00:00,282,345,170,93,34,15,50,None,6,4,None,None,None
1238,Enzersdorf an der Fischa,30706,30706,None,1899,1871,28,2013-09-28 22:00:00+00:00,630,405,472,116,47,62,106,None,20,13,None,None,None
1239,Ragnitz,61027,61027,None,841,829,12,2013-09-28 22:00:00+00:00,136,215,288,46,34,14,84,None,2,7,None,None,None
1240,Greinbach,62214,62214,None,1119,1092,27,2013-09-28 22:00:00+00:00,179,400,275,49,28,20,131,None,8,2,None,None,None
1241,Stallehr,80125,80125,None,127,122,5,2013-09-28 22:00:00+00:00,17,39,32,7,4,18,3,None,1,0,None,None,None
1242,Groß-Schweinbarth,30824,30824,None,784,768,16,2013-09-28 22:00:00+00:00,245,289,135,34,12,21,25,None,3,4,None,None,None
1243,Ludersdorf-Wilfersdorf,61727,61727,None,1132,1114,18,2013-09-28 22:00:00+00:00,189,189,290,161,60,34,151,None,12,27,None,None,None
1244,Großmürbisch,10420,10420,None,167,167,0,2013-09-28 22:00:00+00:00,70,71,7,8,1,1,6,None,0,1,None,None,None
1245,Sankt Kathrein am Offenegg,61745,61745,None,733,718,15,2013-09-28 22:00:00+00:00,126,265,142,26,17,10,126,None,0,4,None,None,None
1246,Payerbach,31821,31821,None,1282,1259,23,2013-09-28 22:00:00+00:00,451,253,271,108,44,54,61,None,7,10,None,None,None
1247,Oberalm,50208,50208,None,2259,2220,39,2013-09-28 22:00:00+00:00,523,544,414,416,65,102,123,None,21,12,None,None,None
1248,St. Willibald,41421,41421,None,710,683,27,2013-09-28 22:00:00+00:00,137,215,195,51,42,9,25,None,4,5,None,None,None
1249,Michaelnbach,40815,40815,None,743,708,35,2013-09-28 22:00:00+00:00,103,314,139,54,27,15,47,None,5,2,None,None,None
1250,Eichgraben,31905,31905,None,2393,2339,54,2013-09-28 22:00:00+00:00,552,507,428,383,77,208,133,None,25,26,None,None,None
1251,Wien,90001,90801,None,9437,9315,122,2013-09-28 22:00:00+00:00,1894,1852,919,2518,238,1253,267,None,112,227,None,None,None
1252,Obersiebenbrunn,30842,30842,None,930,917,13,2013-09-28 22:00:00+00:00,329,191,248,47,20,21,53,None,4,4,None,None,None
1253,Enzesfeld-Lindabrunn,30608,30608,None,2332,2281,51,2013-09-28 22:00:00+00:00,799,415,511,197,75,128,124,None,16,16,None,None,None
1254,Sankt Radegund bei Graz,60642,60642,None,1108,1087,21,2013-09-28 22:00:00+00:00,220,244,196,182,49,46,115,None,7,27,None,None,None
1255,Pölfing-Brunn,60323,60323,None,887,878,9,2013-09-28 22:00:00+00:00,325,143,235,44,37,17,70,None,2,5,None,None,None
1256,Julbach,41313,41313,None,942,917,25,2013-09-28 22:00:00+00:00,284,307,179,42,23,20,42,None,5,6,None,None,None
1257,Preding,60324,60324,None,918,900,18,2013-09-28 22:00:00+00:00,236,181,240,66,29,24,108,None,4,10,None,None,None
1258,Münzkirchen,41413,41413,None,1513,1468,45,2013-09-28 22:00:00+00:00,289,503,375,94,94,26,45,None,3,15,None,None,None
1259,Ravelsbach,31036,31036,None,991,970,21,2013-09-28 22:00:00+00:00,238,409,162,54,19,40,39,None,6,3,None,None,None
1260,Nußdorf am Attersee,41718,41718,None,614,594,20,2013-09-28 22:00:00+00:00,88,210,146,43,28,14,52,None,5,2,None,None,None
1261,Göllersdorf,31008,31008,None,1724,1683,41,2013-09-28 22:00:00+00:00,381,687,284,137,33,71,75,None,9,6,None,None,None
1262,Seebenstein,31837,31837,None,834,814,20,2013-09-28 22:00:00+00:00,277,177,193,61,21,35,39,None,5,6,None,None,None
1263,Gänserndorf,30817,30817,None,5524,5420,104,2013-09-28 22:00:00+00:00,1803,918,1407,577,139,217,281,None,42,36,None,None,None
1264,St. Ulrich im Mühlkreis,41336,41336,None,396,379,17,2013-09-28 22:00:00+00:00,49,175,56,58,6,10,16,None,5,1,None,None,None
1265,Hörbich,41311,41311,None,270,263,7,2013-09-28 22:00:00+00:00,26,134,59,11,11,4,16,None,1,0,None,None,None
1266,Steinberg am Rofan,70929,70929,None,139,133,6,2013-09-28 22:00:00+00:00,18,85,14,5,2,5,4,None,0,0,None,None,None
1267,Behamberg,30506,30506,None,2106,2047,59,2013-09-28 22:00:00+00:00,487,648,409,220,86,55,114,None,20,8,None,None,None
1268,Mischendorf,10914,10914,None,1115,1096,19,2013-09-28 22:00:00+00:00,470,372,150,31,14,9,44,None,3,3,None,None,None
1269,Pramet,41223,41223,None,626,618,8,2013-09-28 22:00:00+00:00,122,201,180,46,21,15,31,None,1,1,None,None,None
1270,St. Marienkirchen bei Schärding,41419,41419,None,962,934,28,2013-09-28 22:00:00+00:00,147,321,287,69,42,17,38,None,4,3,None,None,None
1271,Mehrnbach,41214,41214,None,1256,1226,30,2013-09-28 22:00:00+00:00,204,366,405,98,44,29,55,None,1,16,None,None,None
1272,St. Leonhard am Hornerwald,31340,31340,None,733,716,17,2013-09-28 22:00:00+00:00,118,384,120,32,14,11,26,None,7,4,None,None,None
1273,Kartitsch,70713,70713,None,450,437,13,2013-09-28 22:00:00+00:00,31,283,47,22,14,5,28,None,5,2,None,None,None
1274,Pulkau,31035,31035,None,967,949,18,2013-09-28 22:00:00+00:00,240,482,113,36,22,21,25,None,7,3,None,None,None
1275,St. Georgen am Fillmannsbach,40435,40435,None,221,220,1,2013-09-28 22:00:00+00:00,25,66,94,7,7,0,13,None,1,1,None,None,None
1276,Traboch,61116,61116,None,830,820,10,2013-09-28 22:00:00+00:00,241,146,255,27,30,26,86,None,2,5,None,None,None
1277,Nenzing,80116,80116,None,2672,2632,40,2013-09-28 22:00:00+00:00,302,517,779,320,66,405,176,None,28,10,None,None,None
1278,Mäder,80412,80412,None,1585,1569,16,2013-09-28 22:00:00+00:00,219,282,403,204,45,254,127,None,11,9,None,None,None
1279,Mühldorf,31330,31330,None,875,843,32,2013-09-28 22:00:00+00:00,269,339,118,42,12,17,39,None,4,3,None,None,None
1280,Seckau,62034,62034,None,825,812,13,2013-09-28 22:00:00+00:00,153,339,132,55,30,16,72,None,3,6,None,None,None
1281,St. Gallenkirch,80120,80120,None,958,937,21,2013-09-28 22:00:00+00:00,205,243,264,54,24,64,59,None,6,3,None,None,None
1282,Bischofstetten,31504,31504,None,794,778,16,2013-09-28 22:00:00+00:00,230,295,125,57,13,30,24,None,4,0,None,None,None
1283,Rutzenham,41733,41733,None,168,160,8,2013-09-28 22:00:00+00:00,11,67,30,33,2,2,9,None,4,2,None,None,None
1284,Ringelsdorf-Niederabsdorf,30850,30850,None,805,789,16,2013-09-28 22:00:00+00:00,351,201,140,25,14,14,36,None,5,3,None,None,None
