gkz	name	wahlberechtigte	abgegeben	gueltig	spoe	oevp	fpoe	bzoe	gruene	frank	neos	kpoe	pirat	cpoe	wandl	m	euaus	slp	winner
G32327	Sollenau	3693	2585	2550	1043	372	673	58	135	168	72	19	10	0	0	0	0	0	spoe
G32330	Theresienfeld	2199	1544	1521	539	206	424	34	125	102	63	14	14	0	0	0	0	0	spoe
G32331	Waidmannsfeld	1340	944	921	372	154	200	36	76	31	32	9	11	0	0	0	0	0	spoe
G32332	Waldegg	1466	1103	1077	359	314	200	50	78	35	30	7	4	0	0	0	0	0	spoe
G32333	Walpersbach	882	703	683	197	239	112	21	45	31	31	2	5	0	0	0	0	0	oevp
G32334	Weikersdorf am Steinfelde	858	705	683	109	256	192	22	35	41	17	9	2	0	0	0	0	0	oevp
G32335	Wiesmath	1279	1000	976	213	419	195	28	47	43	22	5	4	0	0	0	0	0	oevp
G32336	Winzendorf-Muthmannsdorf	1481	1054	1031	302	238	207	37	104	79	43	14	7	0	0	0	0	0	spoe
G32337	Wöllersdorf-Steinabrückl	3260	2363	2326	740	429	671	70	165	130	87	17	17	0	0	0	0	0	spoe
G32338	Zillingdorf	1571	1227	1201	456	237	290	33	85	55	32	5	8	0	0	0	0	0	spoe
G32501	Allentsteig	1690	1208	1170	251	459	285	34	49	47	39	1	5	0	0	0	0	0	oevp
G32502	Arbesbach	1402	1050	1008	104	585	159	35	52	26	36	6	5	0	0	0	0	0	oevp
G32503	Bärnkopf	307	235	228	121	54	37	3	5	3	3	2	0	0	0	0	0	0	spoe
G32504	Echsenbach	1021	801	768	121	453	109	11	33	18	18	2	3	0	0	0	0	0	oevp
G32505	Göpfritz an der Wild	1513	1180	1144	263	467	270	12	69	37	13	11	2	0	0	0	0	0	oevp
G32506	Grafenschlag	737	581	551	88	309	69	16	35	19	8	5	2	0	0	0	0	0	oevp
G32508	Groß Gerungs	3854	2923	2814	474	1384	482	53	183	119	86	14	19	0	0	0	0	0	oevp
G32509	Großgöttfritz	1168	966	947	162	445	231	25	28	29	22	3	2	0	0	0	0	0	oevp
G32511	Gutenbrunn	460	355	355	138	118	71	2	11	7	6	2	0	0	0	0	0	0	spoe
G32514	Kirchschlag	553	457	444	94	227	67	16	16	14	8	2	0	0	0	0	0	0	oevp
G32515	Kottes-Purk	1253	996	970	175	533	131	17	60	37	11	6	0	0	0	0	0	0	oevp
G32516	Langschlag	1502	1129	1077	212	552	172	18	38	45	23	10	7	0	0	0	0	0	oevp
G32517	Martinsberg	947	721	696	171	335	114	13	21	26	11	2	3	0	0	0	0	0	oevp
G32518	Ottenschlag	851	675	663	123	322	90	28	31	31	32	3	3	0	0	0	0	0	oevp
G32519	Altmelon	718	552	541	107	262	108	18	12	24	4	0	6	0	0	0	0	0	oevp
G32520	Pölla	823	609	590	115	297	114	7	21	22	11	2	1	0	0	0	0	0	oevp
G32521	Rappottenstein	1446	1107	1070	148	527	192	30	59	51	47	8	8	0	0	0	0	0	oevp
G32522	Sallingberg	1102	853	829	106	460	141	19	35	44	12	3	9	0	0	0	0	0	oevp
G32523	Schönbach	704	562	541	90	320	59	14	23	20	11	3	1	0	0	0	0	0	oevp
G32524	Schwarzenau	1255	982	955	286	353	177	13	55	39	22	6	4	0	0	0	0	0	oevp
G32525	Schweiggers	1650	1308	1278	93	852	157	26	49	53	38	1	9	0	0	0	0	0	oevp
G32528	Bad Traunstein	864	648	637	73	464	54	10	16	10	4	2	4	0	0	0	0	0	oevp
G32529	Waldhausen	1049	805	791	143	402	117	18	46	39	16	3	7	0	0	0	0	0	oevp
G32530	Zwettl-Niederösterreich	9484	7196	6995	1145	3331	1107	155	640	268	271	33	45	0	0	0	0	0	oevp
G40101	Linz	140809	87131	85460	29562	12349	17409	2463	13674	3702	3986	1216	792	167	140	0	0	0	spoe
G40201	Steyr	28386	18660	18315	7125	2107	4144	611	2198	1068	649	190	147	51	25	0	0	0	spoe
G40301	Wels	40671	26608	26197	8613	3625	7365	894	3048	1199	942	206	201	62	42	0	0	0	spoe
G40401	Altheim	3806	2642	2560	732	595	751	93	187	115	60	9	11	6	1	0	0	0	fpoe
G40402	Aspach	1966	1366	1322	203	549	321	48	91	64	24	3	10	7	2	0	0	0	oevp
G40403	Auerbach	403	315	304	17	137	103	7	20	9	3	0	3	5	0	0	0	0	oevp
G40404	Braunau am Inn	12066	7021	6878	2270	1098	1802	269	810	309	194	49	51	16	10	0	0	0	spoe
G40405	Burgkirchen	2026	1371	1332	239	494	319	54	121	59	30	4	10	0	2	0	0	0	oevp
G40406	Eggelsberg	1756	1147	1105	190	327	325	34	101	61	42	7	12	4	2	0	0	0	oevp
G40407	Feldkirchen bei Mattighofen	1546	1037	992	128	340	314	32	83	53	17	5	12	6	2	0	0	0	oevp
G40408	Franking	715	450	435	78	165	104	19	29	19	17	2	1	1	0	0	0	0	oevp
G40409	Geretsberg	848	530	513	80	202	123	13	47	23	15	0	7	1	2	0	0	0	oevp
G40410	Gilgenberg am Weilhart	1006	666	650	70	269	164	20	49	50	16	5	5	0	2	0	0	0	oevp
G40411	Haigermoos	464	319	311	56	130	65	11	29	11	8	0	1	0	0	0	0	0	oevp
G40412	Handenberg	1048	725	709	103	289	190	26	37	28	17	4	4	11	0	0	0	0	oevp
G40413	Helpfau-Uttendorf	2387	1588	1537	337	467	403	58	97	101	46	6	11	6	5	0	0	0	oevp
G40414	Hochburg-Ach	2198	1344	1313	237	496	271	40	128	74	45	4	8	9	1	0	0	0	oevp
G40415	Höhnhart	1143	782	763	156	277	230	17	32	26	11	4	4	6	0	0	0	0	oevp
G40416	Jeging	510	370	361	96	109	94	12	13	17	10	3	5	2	0	0	0	0	oevp
G40417	Kirchberg bei Mattighofen	913	623	606	82	223	152	27	68	22	25	2	2	3	0	0	0	0	oevp
G40418	Lengau	3489	2399	2316	742	480	591	67	256	105	49	9	11	1	5	0	0	0	spoe
G40419	Lochen am See	2025	1449	1397	205	507	360	56	122	78	46	8	7	5	3	0	0	0	oevp
G40420	Maria Schmolln	1143	789	760	131	335	179	24	50	20	16	2	0	2	1	0	0	0	oevp
G40421	Mattighofen	3734	2294	2236	775	331	593	88	214	123	64	15	21	7	5	0	0	0	spoe
G40422	Mauerkirchen	1629	940	917	240	229	259	37	60	57	17	5	4	9	0	0	0	0	fpoe
G40423	Mining	933	660	637	131	219	136	27	61	28	25	0	6	4	0	0	0	0	oevp
G40424	Moosbach	757	537	528	68	168	191	18	34	30	12	2	4	1	0	0	0	0	fpoe
G40425	Moosdorf	1233	819	798	248	206	162	23	92	24	24	6	11	1	1	0	0	0	spoe
G40426	Munderfing	2212	1475	1419	381	449	282	65	112	67	44	5	8	5	1	0	0	0	oevp
G40427	Neukirchen an der Enknach	1735	1186	1153	256	373	316	44	76	54	17	5	5	7	0	0	0	0	oevp
G40428	Ostermiething	2389	1454	1385	268	433	333	55	148	85	37	5	11	4	6	0	0	0	oevp
G40429	Palting	760	531	510	83	194	111	19	51	36	10	1	3	1	1	0	0	0	oevp
G40430	Perwang am Grabensee	719	497	480	81	163	106	18	64	26	15	3	3	0	1	0	0	0	oevp
G40431	Pfaffstätt	746	503	483	117	153	115	16	43	25	7	2	5	0	0	0	0	0	oevp
G40432	Pischelsdorf am Engelbach	1302	931	910	142	362	265	17	55	49	10	5	3	1	1	0	0	0	oevp
G40433	Polling im Innkreis	771	553	542	91	196	176	17	21	29	7	3	1	0	1	0	0	0	oevp
G40434	Roßbach	773	556	541	116	190	149	14	26	25	12	3	5	1	0	0	0	0	oevp
G40435	Sankt Georgen am Fillmannsbach	321	221	220	25	66	94	7	7	13	0	1	1	5	1	0	0	0	fpoe
G40436	Sankt Johann am Walde	1667	1148	1109	345	318	275	32	67	42	21	5	2	2	0	0	0	0	spoe
G40437	Sankt Pantaleon	2345	1535	1496	421	328	405	41	143	98	29	15	11	3	2	0	0	0	spoe
G40438	Sankt Peter am Hart	1846	1239	1199	300	316	272	58	135	71	29	9	7	2	0	0	0	0	oevp
G40439	Sankt Radegund	471	349	340	30	192	41	7	46	11	7	3	3	0	0	0	0	0	oevp
G40440	Sankt Veit im Innkreis	327	246	239	63	80	61	4	13	12	1	0	2	3	0	0	0	0	oevp
G40441	Schalchen	2833	1869	1825	523	402	499	70	175	96	37	8	11	3	1	0	0	0	spoe
G40442	Schwand im Innkreis	709	505	493	63	219	107	21	42	22	11	2	3	0	3	0	0	0	oevp
G40443	Tarsdorf	1615	1074	1037	149	389	280	33	101	46	18	4	6	11	0	0	0	0	oevp
G40444	Treubach	581	387	377	35	169	116	15	17	14	8	0	3	0	0	0	0	0	oevp
G40445	Überackern	441	261	253	62	95	55	5	16	14	2	2	0	1	1	0	0	0	oevp
G40446	Weng im Innkreis	1139	798	773	142	274	242	26	37	25	24	1	2	0	0	0	0	0	oevp
G40501	Alkoven	4391	3324	3239	1107	628	713	109	378	157	91	18	23	9	6	0	0	0	spoe
G40502	Aschach an der Donau	1654	1264	1232	352	252	306	43	173	52	34	10	7	1	2	0	0	0	spoe
G40503	Eferding	2868	2016	1972	597	462	429	59	234	70	74	21	18	6	2	0	0	0	spoe
G40504	Fraham	1834	1386	1353	431	278	324	52	136	71	41	7	10	3	0	0	0	0	spoe
G40505	Haibach ob der Donau	1091	808	783	189	299	123	23	91	35	12	4	5	1	1	0	0	0	oevp
G40506	Hartkirchen	3378	2527	2479	549	702	664	96	258	117	58	11	18	2	4	0	0	0	oevp
G40507	Hinzenbach	1566	1218	1192	324	334	302	33	110	55	23	3	7	0	1	0	0	0	oevp
G40508	Prambachkirchen	2259	1717	1669	339	561	425	52	143	89	35	9	9	6	1	0	0	0	oevp
G40509	Pupping	1578	1080	1063	258	311	270	26	125	41	19	3	4	4	2	0	0	0	oevp
G40510	Sankt Marienkirchen an der Polsenz	1834	1420	1372	344	404	330	49	136	48	30	12	11	5	3	0	0	0	oevp
G40511	Scharten	1714	1360	1334	332	297	348	56	181	54	35	4	9	14	4	0	0	0	fpoe
G40512	Stroheim	1313	999	957	141	365	228	42	76	63	29	4	4	2	3	0	0	0	oevp
G40601	Freistadt	5893	4269	4177	1184	1093	787	185	551	178	90	47	52	9	1	0	0	0	spoe
G40602	Grünbach	1523	1111	1075	234	325	259	55	95	54	28	8	11	2	4	0	0	0	oevp
G40603	Gutau	2200	1677	1627	479	556	261	81	139	48	29	16	10	4	4	0	0	0	oevp
G40604	Hagenberg im Mühlkreis	2211	1596	1564	439	367	327	55	223	68	44	11	25	2	3	0	0	0	spoe
G40605	Hirschbach im Mühlkreis	951	743	709	137	307	93	28	87	22	16	6	7	4	2	0	0	0	oevp
G40606	Kaltenberg	502	409	400	29	237	82	10	17	16	5	0	2	2	0	0	0	0	oevp
G40607	Kefermarkt	1653	1238	1196	366	353	212	57	109	49	33	6	8	2	1	0	0	0	spoe
G40608	Königswiesen	2569	1966	1880	413	775	403	42	134	56	27	11	5	12	2	0	0	0	oevp
G40609	Lasberg	2271	1716	1672	347	621	250	66	245	62	36	16	18	7	4	0	0	0	oevp
G40610	Leopoldschlag	851	660	622	112	290	99	24	44	29	16	0	6	1	1	0	0	0	oevp
G40611	Liebenau	1409	1044	1012	269	426	171	26	38	39	17	10	8	7	1	0	0	0	oevp
G40612	Neumarkt im Mühlkreis	2538	1934	1864	494	579	293	70	265	72	62	13	9	4	3	0	0	0	oevp
G40613	Pierbach	796	616	595	122	240	139	16	32	24	11	2	1	7	1	0	0	0	oevp
G40614	Pregarten	4142	3160	3063	962	783	577	116	321	144	86	26	28	13	7	0	0	0	spoe
G40615	Rainbach im Mühlkreis	2324	1692	1628	411	680	236	60	129	51	27	6	20	7	1	0	0	0	oevp
G40616	Sandl	1182	923	891	316	253	136	30	70	38	19	14	6	7	2	0	0	0	spoe
G40617	Sankt Leonhard bei Freistadt	1154	931	895	235	351	161	18	47	43	19	8	6	6	1	0	0	0	oevp
G40618	Sankt Oswald bei Freistadt	2232	1702	1661	529	506	342	64	103	57	28	11	15	5	1	0	0	0	spoe
G40619	Schönau im Mühlkreis	1573	1273	1232	257	506	239	37	83	62	23	6	11	4	4	0	0	0	oevp
G40620	Tragwein	2474	1966	1908	622	620	283	59	178	59	53	10	16	6	2	0	0	0	spoe
G40621	Unterweißenbach	1893	1399	1341	282	541	355	23	68	42	15	4	5	4	2	0	0	0	oevp
G40622	Unterweitersdorf	1643	1311	1273	416	286	246	52	173	37	36	12	8	4	3	0	0	0	spoe
G40623	Waldburg	1078	843	826	207	293	133	28	99	34	14	5	8	4	1	0	0	0	oevp
G40624	Wartberg ob der Aist	3402	2557	2481	805	521	484	120	325	106	74	18	18	3	7	0	0	0	spoe
G40625	Weitersfelden	862	673	653	155	280	104	25	48	16	20	1	3	0	1	0	0	0	oevp
G40626	Windhaag bei Freistadt	1295	1001	964	214	424	169	33	59	38	13	8	4	1	1	0	0	0	oevp
G40627	Bad Zell	2263	1809	1753	317	677	326	71	227	69	27	14	14	7	4	0	0	0	oevp
G40701	Altmünster	7754	5371	5205	1343	1226	1030	216	765	277	222	42	35	33	16	0	0	0	spoe
G40702	Bad Goisern am Hallstättersee	6089	4274	4148	1736	512	848	174	384	229	115	62	31	44	13	0	0	0	spoe
G40703	Bad Ischl	10792	7138	6946	2177	1257	1387	313	917	373	321	100	63	18	20	0	0	0	spoe
G40704	Ebensee	6453	4449	4331	1909	674	729	148	448	193	137	46	30	11	6	0	0	0	spoe
G40705	Gmunden	10132	6262	6134	1409	1446	1118	317	1001	338	380	40	48	21	16	0	0	0	oevp
G40706	Gosau	1467	1054	1015	455	205	151	50	62	44	32	7	4	5	0	0	0	0	spoe
G40707	Grünau im Almtal	1623	1183	1147	355	295	240	41	98	63	29	10	11	1	4	0	0	0	spoe
G40708	Gschwandt	2122	1618	1566	378	430	365	55	188	59	57	12	10	7	5	0	0	0	oevp
G40709	Hallstatt	640	475	464	199	70	58	11	71	18	11	17	6	2	1	0	0	0	spoe
G40710	Kirchham	1593	1185	1148	160	487	228	46	106	72	27	6	9	7	0	0	0	0	oevp
G40711	Laakirchen	7122	5036	4914	1829	927	1029	173	497	219	135	38	43	18	6	0	0	0	spoe
G40712	Obertraun	588	441	422	209	59	53	19	42	18	2	18	0	1	1	0	0	0	spoe
G40713	Ohlsdorf	3943	2792	2707	769	587	642	98	309	152	98	18	19	14	1	0	0	0	spoe
G40714	Pinsdorf	2940	2072	2018	643	323	510	86	249	101	71	13	16	5	1	0	0	0	spoe
G40715	Roitham	1620	1154	1125	323	288	275	45	97	46	29	8	6	7	1	0	0	0	spoe
G40716	Sankt Konrad	879	616	595	134	229	100	31	59	17	11	6	3	5	0	0	0	0	oevp
G40717	St. Wolfgang im Salzkammergut	2159	1449	1395	376	413	269	67	115	71	50	12	17	5	0	0	0	0	oevp
G40718	Traunkirchen	1330	938	910	211	238	148	47	155	41	53	4	5	8	0	0	0	0	oevp
G40719	Scharnstein	3710	2632	2556	748	571	591	109	253	143	86	19	20	9	7	0	0	0	spoe
G40720	Vorchdorf	5706	4037	3932	1058	885	946	148	453	241	123	25	26	21	6	0	0	0	spoe
G40801	Aistersheim	657	465	449	84	151	116	19	32	20	21	2	1	2	1	0	0	0	oevp
G40802	Bad Schallerbach	2899	1969	1920	495	472	485	68	225	92	56	6	10	6	5	0	0	0	spoe
G40803	Bruck-Waasen	1873	1361	1312	217	509	287	62	124	63	35	4	6	3	2	0	0	0	oevp
G40804	Eschenau im Hausruckkreis	898	701	675	82	278	188	15	51	30	13	6	8	1	3	0	0	0	oevp
G40805	Gallspach	1868	1293	1269	340	241	402	33	121	57	44	6	9	15	1	0	0	0	fpoe
G40806	Gaspoltshofen	2819	1923	1856	399	517	554	57	188	61	33	13	21	8	5	0	0	0	fpoe
G40807	Geboltskirchen	1138	860	822	207	257	179	30	77	45	5	4	7	10	1	0	0	0	oevp
G40808	Grieskirchen	3551	2532	2457	604	571	603	109	316	101	105	15	17	12	4	0	0	0	spoe
G40809	Haag am Hausruck	1651	1166	1135	299	318	270	28	127	38	32	5	8	8	2	0	0	0	oevp
G40810	Heiligenberg	537	439	423	26	210	110	12	33	23	5	2	1	1	0	0	0	0	oevp
G40811	Hofkirchen an der Trattnach	1222	880	853	155	291	221	29	72	38	22	9	11	3	2	0	0	0	oevp
G40812	Kallham	2063	1540	1481	311	483	350	56	135	69	57	5	10	3	2	0	0	0	oevp
G40813	Kematen am Innbach	1028	733	715	141	186	234	35	55	37	14	7	3	2	1	0	0	0	fpoe
G40814	Meggenhofen	1085	827	810	149	330	154	20	93	31	20	6	6	1	0	0	0	0	oevp
G40815	Michaelnbach	1027	743	708	103	314	139	27	54	47	15	2	5	1	1	0	0	0	oevp
G40816	Natternbach	1938	1462	1407	336	432	343	45	113	70	42	6	13	5	2	0	0	0	oevp
G40817	Neukirchen am Walde	1347	1011	977	168	391	227	32	77	44	17	11	4	4	2	0	0	0	oevp
G40818	Neumarkt im Hausruckkreis	1115	737	723	216	165	203	25	53	33	17	8	3	0	0	0	0	0	spoe
G40819	Peuerbach	1781	1254	1211	228	419	260	45	140	79	19	7	6	4	4	0	0	0	oevp
G40820	Pötting	444	349	344	37	213	45	7	26	11	2	0	3	0	0	0	0	0	oevp
G40821	Pollham	777	608	586	75	199	94	38	85	64	20	0	3	7	1	0	0	0	oevp
G40822	Pram	1465	1016	984	215	256	282	40	101	40	24	6	12	6	2	0	0	0	fpoe
G40823	Rottenbach	829	649	627	121	177	190	28	45	34	13	5	7	6	1	0	0	0	fpoe
G40824	Sankt Agatha	1737	1265	1219	221	528	248	48	96	42	26	5	3	2	0	0	0	0	oevp
G40825	Sankt Georgen bei Grieskirchen	969	726	697	147	211	153	25	88	27	33	2	4	4	3	0	0	0	oevp
G40826	Sankt Thomas	399	332	318	24	108	95	7	43	26	5	4	3	1	2	0	0	0	oevp
G40827	Schlüßlberg	2353	1713	1677	578	333	406	66	150	71	42	11	13	6	1	0	0	0	spoe
G40828	Steegen	902	592	567	103	205	127	27	65	24	11	2	2	1	0	0	0	0	oevp
G40829	Taufkirchen an der Trattnach	1627	1140	1101	200	364	318	38	89	48	21	5	12	3	3	0	0	0	oevp
G40830	Tollet	731	572	553	128	191	98	23	79	17	12	1	3	1	0	0	0	0	oevp
G40831	Waizenkirchen	2906	2174	2124	382	799	471	70	213	90	70	10	11	3	5	0	0	0	oevp
G40832	Wallern an der Trattnach	2321	1705	1665	478	396	419	56	164	69	56	6	17	2	2	0	0	0	spoe
G40833	Weibern	1297	940	899	139	337	187	26	106	54	29	1	10	7	3	0	0	0	oevp
G40834	Wendling	630	462	444	59	187	114	12	35	16	13	3	2	1	2	0	0	0	oevp
G40901	Edlbach	524	390	385	78	154	72	22	23	8	13	6	3	4	2	0	0	0	oevp
G40902	Grünburg	2881	1969	1917	565	456	516	74	123	107	36	7	20	9	4	0	0	0	spoe
G40903	Hinterstoder	752	504	495	93	164	121	16	41	42	15	2	0	0	1	0	0	0	oevp
G40904	Inzersdorf im Kremstal	1524	1151	1112	239	330	286	31	117	50	40	6	9	2	2	0	0	0	oevp
G40905	Kirchdorf an der Krems	3170	2059	2001	633	384	443	59	298	71	69	9	24	8	3	0	0	0	spoe
G40906	Klaus an der Pyhrnbahn	849	585	578	256	93	119	23	36	28	11	3	4	4	1	0	0	0	spoe
G40907	Kremsmünster	4751	3203	3133	632	941	655	158	357	186	133	15	47	7	2	0	0	0	oevp
G40908	Micheldorf in Oberösterreich	4527	3402	3317	1071	559	798	107	403	196	114	25	28	10	6	0	0	0	spoe
G40909	Molln	2772	2017	1977	628	407	483	98	172	92	43	14	18	18	4	0	0	0	spoe
G40910	Nußbach	1809	1389	1352	261	550	239	42	140	57	44	6	7	5	1	0	0	0	oevp
G40911	Oberschlierbach	369	280	272	65	97	41	7	40	8	8	1	1	4	0	0	0	0	oevp
G40912	Pettenbach	3855	2892	2811	619	764	683	123	277	197	80	29	25	9	5	0	0	0	oevp
G40913	Ried im Traunkreis	2111	1574	1531	249	549	413	42	118	82	40	5	28	5	0	0	0	0	oevp
G40914	Rosenau am Hengstpaß	543	400	396	149	80	98	15	21	21	1	1	3	7	0	0	0	0	spoe
G40915	Roßleithen	1496	1074	1055	314	284	228	37	69	71	32	2	4	8	6	0	0	0	spoe
G40916	Sankt Pankraz	265	187	184	50	30	76	8	9	10	0	0	1	0	0	0	0	0	fpoe
G40917	Schlierbach	2158	1527	1488	313	415	336	41	217	92	39	6	16	11	2	0	0	0	oevp
G40918	Spital am Pyhrn	1730	1216	1199	371	277	322	60	72	52	20	5	7	12	1	0	0	0	spoe
G40919	Steinbach am Ziehberg	679	506	493	99	168	122	13	41	27	15	4	1	2	1	0	0	0	oevp
G40920	Steinbach an der Steyr	1639	1313	1279	281	476	295	46	92	50	19	5	9	3	3	0	0	0	oevp
G40921	Vorderstoder	644	431	419	67	159	110	14	28	27	9	0	3	2	0	0	0	0	oevp
G40922	Wartberg an der Krems	2303	1630	1570	285	564	358	55	125	91	54	13	20	5	0	0	0	0	oevp
G40923	Windischgarsten	1923	1250	1226	371	266	280	58	122	63	47	2	11	6	0	0	0	0	spoe
G41001	Allhaming	893	635	625	140	197	126	26	65	33	27	3	7	0	1	0	0	0	oevp
G41002	Ansfelden	10936	7497	7345	2820	926	1999	240	604	431	188	59	57	14	7	0	0	0	spoe
G41003	Asten	4686	3347	3273	1264	363	948	118	236	199	89	19	28	4	5	0	0	0	spoe
G41004	Eggendorf im Traunkreis	645	493	489	124	154	104	17	35	28	19	4	1	1	2	0	0	0	oevp
G41005	Enns	8140	5538	5428	1855	952	1196	163	669	289	201	33	56	6	8	0	0	0	spoe
G41006	Hargelsberg	1062	795	777	188	240	159	21	78	55	28	2	4	1	1	0	0	0	oevp
G41007	Hörsching	4519	3204	3132	942	580	842	104	300	192	124	25	14	5	4	0	0	0	spoe
G41008	Hofkirchen im Traunkreis	1360	987	964	286	268	196	11	123	42	17	7	6	3	5	0	0	0	spoe
G41009	Kematen an der Krems	1939	1391	1362	333	352	338	46	139	88	47	8	4	5	2	0	0	0	oevp
G41010	Kirchberg-Thening	1873	1399	1373	462	242	280	40	207	60	61	11	7	1	2	0	0	0	spoe
G41011	Kronstorf	2560	1850	1820	592	398	421	51	167	97	61	8	18	3	4	0	0	0	spoe
G41012	Leonding	19851	14108	13840	4306	2467	2809	508	2063	666	740	106	116	25	34	0	0	0	spoe
G41013	Sankt Florian	4995	3598	3498	922	988	602	142	427	168	200	20	17	12	0	0	0	0	oevp
G41014	Neuhofen an der Krems	4489	3014	2947	870	695	558	75	421	150	105	28	21	16	8	0	0	0	spoe
G41015	Niederneukirchen	1614	1218	1196	293	416	208	28	150	62	22	3	5	5	4	0	0	0	oevp
G41016	Oftering	1558	1184	1162	400	244	237	43	129	52	45	6	4	0	2	0	0	0	spoe
G41017	Pasching	5228	3773	3705	1280	549	904	125	458	166	162	22	33	2	4	0	0	0	spoe
G41018	Piberbach	1458	1079	1057	308	252	227	46	118	65	24	11	2	4	0	0	0	0	spoe
G41019	Pucking	3084	2269	2219	633	437	590	79	206	170	70	6	21	5	2	0	0	0	spoe
G41020	Sankt Marien	3700	2774	2711	796	758	474	80	301	143	107	17	16	15	4	0	0	0	spoe
G41021	Traun	16475	11000	10798	4229	1382	2708	334	963	572	374	90	99	27	20	0	0	0	spoe
G41022	Wilhering	4578	3372	3295	863	812	556	110	574	129	187	37	21	4	2	0	0	0	spoe
G41101	Allerheiligen im Mühlkreis	955	786	758	221	231	144	34	58	40	16	4	6	3	1	0	0	0	oevp
G41102	Arbing	1103	858	840	226	269	151	33	92	32	21	7	7	1	1	0	0	0	oevp
G41103	Baumgartenberg	1290	954	932	164	323	265	33	82	42	10	5	5	2	1	0	0	0	oevp
G41104	Dimbach	829	649	617	168	274	99	11	29	16	13	3	3	1	0	0	0	0	oevp
G41105	Grein	2408	1681	1625	533	452	320	44	152	68	35	3	8	7	3	0	0	0	spoe
G41106	Katsdorf	2294	1783	1735	519	465	282	59	227	91	69	9	6	4	4	0	0	0	spoe
G41107	Klam	697	484	464	89	178	106	12	32	18	17	4	2	5	1	0	0	0	oevp
G41108	Bad Kreuzen	1771	1334	1296	160	664	257	31	71	69	24	9	3	4	4	0	0	0	oevp
G41109	Langenstein	1960	1511	1467	658	237	260	31	119	123	24	7	4	1	3	0	0	0	spoe
G41110	Luftenberg an der Donau	3202	2355	2313	917	370	484	75	242	108	66	19	21	7	4	0	0	0	spoe
G41111	Mauthausen	3694	2723	2661	1134	468	500	55	248	122	91	20	17	4	2	0	0	0	spoe
G41112	Mitterkirchen im Machland	1375	1006	975	273	369	156	33	76	44	14	1	4	3	2	0	0	0	oevp
G41113	Münzbach	1298	1026	974	153	438	228	28	49	35	24	5	7	7	0	0	0	0	oevp
G41114	Naarn im Machlande	2796	2185	2132	624	706	419	60	143	92	58	5	17	5	3	0	0	0	oevp
G41115	Pabneukirchen	1377	993	961	194	412	187	33	70	32	24	2	3	4	0	0	0	0	oevp
G41116	Perg	6028	4311	4204	1208	1201	843	127	454	153	138	17	31	26	6	0	0	0	spoe
G41117	Rechberg	733	563	544	80	305	53	17	40	29	8	0	4	7	1	0	0	0	oevp
G41118	Ried in der Riedmark	3307	2505	2442	846	669	403	64	260	110	61	9	14	2	4	0	0	0	spoe
G41119	Sankt Georgen am Walde	1684	1295	1249	425	416	231	29	55	39	25	7	10	11	1	0	0	0	spoe
G41120	Sankt Georgen an der Gusen	3060	2329	2270	884	447	391	63	279	105	63	14	17	2	5	0	0	0	spoe
G41121	Sankt Nikola an der Donau	572	450	438	98	193	67	10	34	13	12	4	2	3	2	0	0	0	oevp
G41122	Sankt Thomas am Blasenstein	729	560	541	77	310	74	12	19	27	12	3	1	6	0	0	0	0	oevp
G41123	Saxen	1391	1111	1082	270	290	328	23	79	49	28	5	4	2	4	0	0	0	fpoe
G41124	Schwertberg	4027	3007	2929	1145	576	511	102	328	132	62	24	34	10	5	0	0	0	spoe
G41125	Waldhausen im Strudengau	2284	1819	1769	522	593	348	43	152	61	22	9	4	11	4	0	0	0	oevp
G41126	Windhaag bei Perg	1130	866	840	143	345	138	29	75	42	24	8	6	29	1	0	0	0	oevp
G41201	Andrichsfurt	560	365	350	30	151	111	10	27	10	7	2	0	2	0	0	0	0	oevp
G41202	Antiesenhofen	802	550	538	133	129	118	83	43	17	8	0	6	0	1	0	0	0	spoe
G41203	Aurolzmünster	2322	1483	1454	373	276	461	73	95	107	42	10	11	1	5	0	0	0	fpoe
G41204	Eberschwang	2719	1860	1803	513	392	490	115	153	67	39	5	17	10	2	0	0	0	spoe
G41205	Eitzing	589	414	395	84	128	92	10	40	20	14	1	2	2	2	0	0	0	oevp
G41206	Geiersberg	428	304	295	52	97	69	12	39	15	3	3	4	1	0	0	0	0	oevp
G41207	Geinberg	1106	719	694	121	210	225	34	43	26	14	2	7	9	3	0	0	0	fpoe
G41208	Gurten	935	632	622	123	230	143	27	41	30	18	3	6	1	0	0	0	0	oevp
G41209	Hohenzell	1672	1220	1175	151	403	279	52	143	59	53	0	11	20	4	0	0	0	oevp
G41210	Kirchdorf am Inn	483	363	356	62	157	74	21	21	17	2	0	2	0	0	0	0	0	oevp
G41211	Kirchheim im Innkreis	565	443	428	77	178	117	4	31	14	5	0	0	2	0	0	0	0	oevp
G41212	Lambrechten	1054	815	792	87	365	218	21	39	34	18	2	4	3	1	0	0	0	oevp
G41213	Lohnsburg am Kobernaußerwald	1810	1258	1216	182	460	326	50	87	52	36	3	10	6	4	0	0	0	oevp
G41214	Mehrnbach	1871	1256	1226	204	366	405	44	98	55	29	16	1	5	3	0	0	0	fpoe
G41215	Mettmach	1990	1379	1325	304	376	413	48	66	66	26	8	8	10	0	0	0	0	fpoe
G41216	Mörschwang	261	198	190	12	90	35	9	26	11	3	1	1	1	1	0	0	0	oevp
